community_id,template,activities,normal_support,normal_satisfied,normal_total
6,<Template.Existence: 1 >,['Request Payment'],1.0,45,45
6,<Template.Exactly: 3 >,['Request Payment'],1.0,45,45
6,<Template.Existence: 1 >,['Request For Payment SUBMITTED by EMPLOYEE'],1.0,45,45
6,<Template.Exactly: 3 >,['Request For Payment SUBMITTED by EMPLOYEE'],0.9777777777777777,44,45
6,<Template.Existence: 1 >,['Request For Payment FINAL_APPROVED by SUPERVISOR'],1.0,45,45
6,<Template.Exactly: 3 >,['Request For Payment FINAL_APPROVED by SUPERVISOR'],1.0,45,45
6,<Template.Existence: 1 >,['Payment Handled'],1.0,45,45
6,<Template.Exactly: 3 >,['Payment Handled'],1.0,45,45
6,<Template.End: 5 >,['Payment Handled'],1.0,45,45
6,<Template.Existence: 1 >,['Permit SUBMITTED by EMPLOYEE'],0.9777777777777777,44,45
6,<Template.Exactly: 3 >,['Permit SUBMITTED by EMPLOYEE'],0.9777777777777777,44,45
6,<Template.Init: 4 >,['Permit SUBMITTED by EMPLOYEE'],0.9777777777777777,44,45
6,<Template.Existence: 1 >,['Request For Payment APPROVED by ADMINISTRATION'],0.9111111111111111,41,45
6,<Template.Exactly: 3 >,['Request For Payment APPROVED by ADMINISTRATION'],0.9111111111111111,41,45
6,<Template.Choice: 6 >,"['Request For Payment SUBMITTED by EMPLOYEE', 'Request Payment']",1.0,45,45
6,<Template.Choice: 6 >,"['Request Payment', 'Request For Payment SUBMITTED by EMPLOYEE']",1.0,45,45
6,<Template.Responded Existence: 8 >,"['Request For Payment SUBMITTED by EMPLOYEE', 'Request Payment']",1.0,45,45
6,<Template.Responded Existence: 8 >,"['Request Payment', 'Request For Payment SUBMITTED by EMPLOYEE']",1.0,45,45
6,<Template.Response: 9 >,"['Request For Payment SUBMITTED by EMPLOYEE', 'Request Payment']",1.0,45,45
6,<Template.Alternate Response: 10 >,"['Request For Payment SUBMITTED by EMPLOYEE', 'Request Payment']",0.9777777777777777,44,45
6,<Template.Precedence: 12 >,"['Request For Payment SUBMITTED by EMPLOYEE', 'Request Payment']",1.0,45,45
6,<Template.Alternate Precedence: 13 >,"['Request For Payment SUBMITTED by EMPLOYEE', 'Request Payment']",1.0,45,45
6,<Template.Not Response: 23 >,"['Request Payment', 'Request For Payment SUBMITTED by EMPLOYEE']",1.0,45,45
6,<Template.Not Precedence: 24 >,"['Request Payment', 'Request For Payment SUBMITTED by EMPLOYEE']",1.0,45,45
6,<Template.Not Chain Response: 25 >,"['Request For Payment SUBMITTED by EMPLOYEE', 'Request Payment']",1.0,45,45
6,<Template.Not Chain Response: 25 >,"['Request Payment', 'Request For Payment SUBMITTED by EMPLOYEE']",1.0,45,45
6,<Template.Not Chain Precedence: 26 >,"['Request For Payment SUBMITTED by EMPLOYEE', 'Request Payment']",1.0,45,45
6,<Template.Not Chain Precedence: 26 >,"['Request Payment', 'Request For Payment SUBMITTED by EMPLOYEE']",1.0,45,45
6,<Template.Choice: 6 >,"['Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request For Payment SUBMITTED by EMPLOYEE']",1.0,45,45
6,<Template.Choice: 6 >,"['Request For Payment SUBMITTED by EMPLOYEE', 'Request For Payment FINAL_APPROVED by SUPERVISOR']",1.0,45,45
6,<Template.Responded Existence: 8 >,"['Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request For Payment SUBMITTED by EMPLOYEE']",1.0,45,45
6,<Template.Responded Existence: 8 >,"['Request For Payment SUBMITTED by EMPLOYEE', 'Request For Payment FINAL_APPROVED by SUPERVISOR']",1.0,45,45
6,<Template.Response: 9 >,"['Request For Payment SUBMITTED by EMPLOYEE', 'Request For Payment FINAL_APPROVED by SUPERVISOR']",1.0,45,45
6,<Template.Alternate Response: 10 >,"['Request For Payment SUBMITTED by EMPLOYEE', 'Request For Payment FINAL_APPROVED by SUPERVISOR']",0.9777777777777777,44,45
6,<Template.Precedence: 12 >,"['Request For Payment SUBMITTED by EMPLOYEE', 'Request For Payment FINAL_APPROVED by SUPERVISOR']",1.0,45,45
6,<Template.Alternate Precedence: 13 >,"['Request For Payment SUBMITTED by EMPLOYEE', 'Request For Payment FINAL_APPROVED by SUPERVISOR']",1.0,45,45
6,<Template.Not Response: 23 >,"['Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request For Payment SUBMITTED by EMPLOYEE']",1.0,45,45
6,<Template.Not Precedence: 24 >,"['Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request For Payment SUBMITTED by EMPLOYEE']",1.0,45,45
